title,link,date,price,housing,housing_category,city_area,housing_type,housing_state,living_area,land_area,price_per_meter,ad_id,lat,long
Na predaj 1i byt 36m2 s loggiou vo vyhľadávanej lokalite Košíc - Jantárová ul.,https://www.nehnutelnosti.sk/5039281/na-predaj-1i-byt-36m2-s-loggiou-vo-vyhladavanej-lokalite-kosic-jantarova-ul/,30.03.2023,113600,Byty,1 izbový byt,Košice IV - Juh,Predaj,Pôvodný stav,36,0,3155.56,5039281,48.71572219,21.26661658
"Na predaj útulný 1,5i byt za rozumnú cenu-Nad jazerom",https://www.nehnutelnosti.sk/4942631/na-predaj-utulny-1-5i-byt-za-rozumnu-cenu-nad-jazerom/,30.03.2023,Cenadohodou,Byty,1 izbový byt,Košice IV - Nad jazerom,Predaj,Čiastočná rekonštrukcia,40,0,0,4942631,48.6843793,21.288299
Predaj/Výmena-Moderný a kompletne zariadený 1 izbový byt - NOVÁ ŠACA,https://www.nehnutelnosti.sk/4745045/predaj-vymena-moderny-a-kompletne-zariadeny-1-izbovy-byt-nova-saca/,30.03.2023,Cenadohodou,Byty,1 izbový byt,Košice II - Šaca,Predaj,Kompletná rekonštrukcia,35,0,0,4745045,48.6309856,21.177729
"Pre overených klientov hľadáme 1,5i a 2i byty v Košiciach",https://www.nehnutelnosti.sk/4742237/pre-overenych-klientov-hladame-1-5i-a-2i-byty-v-kosiciach/,30.03.2023,Cenadohodou,Byty,2 izbový byt,Košice II - Západ,Kúpa,Čiastočná rekonštrukcia,0,0,0,4742237,48.7143059,21.2345867
Na predaj exkluzívne kancelárske priestory Košice - Duett,https://www.nehnutelnosti.sk/5067565/na-predaj-exkluzivne-kancelarske-priestory-kosice-duett/,30.03.2023,344990,Priestory,"Kancelárie, admin. priestory",Košice IV - Juh,Predaj,Novostavba,98,0,3520.31,5067565,48.71739883,21.26489639
Na predaj kompletne obsadená polyfunkčná budova v Košiciach,https://www.nehnutelnosti.sk/5067564/na-predaj-kompletne-obsadena-polyfunkcna-budova-v-kosiciach/,30.03.2023,584990,Priestory,"Kancelárie, admin. priestory",Košice IV - Juh,Predaj,Kompletná rekonštrukcia,580,0,1008.60,5067564,48.7092508,21.2570841
"3-izb byt, NOVOSTAVBA, Popradská, Terasa",https://www.nehnutelnosti.sk/5067552/3-izb-byt-novostavba-popradska-terasa/,30.03.2023,268800,Byty,3 izbový byt,Košice II - Západ,Predaj,Developerský projekt,"72,05",0,3730.74,5067552,48.722161,21.227969
Na predaj 3 izb byt s garážou a záhradou Košice - Podhradová,https://www.nehnutelnosti.sk/5067539/na-predaj-3-izb-byt-s-garazou-a-zahradou-kosice-podhradova/,30.03.2023,199990,Byty,3 izbový byt,Košice I - Sever,Predaj,Kompletná rekonštrukcia,78,0,2563.97,5067539,48.7474602,21.2449789
"Na predaj 1,5 izb byt na Kežmarskej ul. v pôvodnom stave",https://www.nehnutelnosti.sk/5067536/na-predaj-1-5-izb-byt-na-kezmarskej-ul-v-povodnom-stave/,30.03.2023,109990,Byty,2 izbový byt,Košice II - Západ,Predaj,Pôvodný stav,42,0,2618.81,5067536,48.7094871,21.2299716
Na prenájom kadernícky salón v centre Košíc,https://www.nehnutelnosti.sk/5067537/na-prenajom-kadernicky-salon-v-centre-kosic/,30.03.2023,800/mes.,Objekty,Objekt pre obchod,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,55,0,14.55,5067537,48.7181118,21.2546226
Na predaj 3 izb penthouse v novostavbe Zelená stráň,https://www.nehnutelnosti.sk/5067538/na-predaj-3-izb-penthouse-v-novostavbe-zelena-stran/,30.03.2023,249633,Byty,3 izbový byt,Košice III - Košická Nová Ves,Predaj,Novostavba,104,0,2400.32,5067538,48.72831765,21.29893939
Na prenájom kancelárske priestory v Košiciach,https://www.nehnutelnosti.sk/5067532/na-prenajom-kancelarske-priestory-v-kosiciach/,30.03.2023,"9,90/mes.",Priestory,"Kancelárie, admin. priestory",Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,160,0,0.06,5067532,48.729929,21.245534
Na prenájom reprezentatívna kancelária v centre Košíc,https://www.nehnutelnosti.sk/5067533/na-prenajom-reprezentativna-kancelaria-v-centre-kosic/,30.03.2023,"8,90/mes.",Priestory,"Kancelárie, admin. priestory",Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,92,0,0.10,5067533,48.729929,21.245534
mobilný dom na predaj,https://www.nehnutelnosti.sk/5023809/mobilny-dom-na-predaj/,30.03.2023,36800,Domy,Mobilný dom,Košice IV - Juh,Predaj,Vo výstavbe,35,0,1051.43,5023809,48.699592,21.2635479
Tehlový 2izb.byt Čárskeho ul.Košice Sever,https://www.nehnutelnosti.sk/5045154/tehlovy-2izb-byt-carskeho-ul-kosice-sever/,30.03.2023,115000,Byty,2 izbový byt,Košice,Predaj,Pôvodný stav,54,0,2129.63,5045154,48.716386,21.261075
mobilný dom Bremen,https://www.nehnutelnosti.sk/4919189/mobilny-dom-bremen/,30.03.2023,44200,Domy,Mobilný dom,Košice I - Kavečany,Predaj,Novostavba,45,0,982.22,4919189,48.7715302,21.2034945
predáme mobilný dom Paríž,https://www.nehnutelnosti.sk/4917948/predame-mobilny-dom-pariz/,30.03.2023,35800,Domy,Mobilný dom,Košice IV - Juh,Predaj,Novostavba,0,0,0,4917948,48.699592,21.2635479
Na predaj mobilný dom,https://www.nehnutelnosti.sk/4918975/na-predaj-mobilny-dom/,30.03.2023,72100,Domy,Mobilný dom,Košice IV - Juh,Predaj,Novostavba,70,0,1030,4918975,48.699592,21.2635479
mobilný dom na predaj,https://www.nehnutelnosti.sk/4960361/mobilny-dom-na-predaj/,30.03.2023,45800,Domy,Mobilný dom,Košice IV - Juh,Predaj,Novostavba,0,0,0,4960361,48.699592,21.2635479
mobilný dom na predaj 42m2,https://www.nehnutelnosti.sk/4919180/mobilny-dom-na-predaj-42m2/,30.03.2023,38700,Domy,Mobilný dom,Košice II - Myslava,Predaj,Novostavba,42,0,921.43,4919180,48.7108983,21.201014
Predám pekný byt v lokalite Košice (ID: 104340),https://www.nehnutelnosti.sk/5066780/predam-pekny-byt-v-lokalite-kosice-id-104340/,30.03.2023,310000,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,101,0,3069.31,5066780,48.7339,21.2485
Predám pozemok v lokalite Košice (ID: 104156),https://www.nehnutelnosti.sk/4972136/predam-pozemok-v-lokalite-kosice-id-104156/,30.03.2023,50759,Pozemky,Priemyselná zóna,Košice II - Poľov,Predaj,,0, 1006,50.46,4972136,48.6625,21.2058
Predám moderný byt v lokalite Košice (ID: 104188),https://www.nehnutelnosti.sk/4976664/predam-moderny-byt-v-lokalite-kosice-id-104188/,30.03.2023,172900,Byty,3 izbový byt,Košice IV - Juh,Predaj,Kompletná rekonštrukcia,68,0,2542.65,4976664,48.7013,21.2515
Predám slnečný byt v lokalite Košice (ID: 104005),https://www.nehnutelnosti.sk/4885950/predam-slnecny-byt-v-lokalite-kosice-id-104005/,30.03.2023,137429,Byty,2 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,42,0,3272.12,4885950,48.744236,21.2771435
Predám byt v lokalite Košice (ID: 103983),https://www.nehnutelnosti.sk/4878478/predam-byt-v-lokalite-kosice-id-103983/,30.03.2023,106429,Byty,1 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,28,0,3801.04,4878478,48.7284,21.2485
Predám slnečný pozemok v lokalite Košice (ID: 103822),https://www.nehnutelnosti.sk/4795204/predam-slnecny-pozemok-v-lokalite-kosice-id-103822/,30.03.2023,83880,Pozemky,Pozemok pre rod. domy,Košice I - Staré Mesto,Predaj,,0, 466,180,4795204,48.722374,21.2570038
Predám pozemok v lokalite Košice (ID: 103783),https://www.nehnutelnosti.sk/4769975/predam-pozemok-v-lokalite-kosice-id-103783/,30.03.2023,150000,Pozemky,Rekreačný pozemok,Košice I - Kavečany,Predaj,,0, 15000,10,4769975,48.7754707,21.2058964
Predám obrovský byt v lokalite Košice (ID: 103688),https://www.nehnutelnosti.sk/4702524/predam-obrovsky-byt-v-lokalite-kosice-id-103688/,30.03.2023,199900,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Novostavba,84,0,2379.76,4702524,48.7254,21.2884
Predám súborbytov byt v lokalite Košice (ID: 103532),https://www.nehnutelnosti.sk/4552986/predam-suborbytov-byt-v-lokalite-kosice-id-103532/,30.03.2023,690000,Byty,5 a viac izbový byt,Košice I - Staré Mesto,Predaj,Čiastočná rekonštrukcia,225,0,3066.67,4552986,48.722374,21.2570038
"REZERVOVANÉ - veľký 2 izbový byt - až 61 m2 + loggia 4 m2, blízkosť prírody",https://www.nehnutelnosti.sk/5043997/rezervovane-velky-2-izbovy-byt-az-61-m2-loggia-4-m2-blizkost-prirody/,30.03.2023,124900,Byty,2 izbový byt,Košice I - Sídlisko Ťahanovce,Predaj,Čiastočná rekonštrukcia,65,0,1921.54,5043997,48.7595788,21.2670237
"2-izb byt, NOVOSTAVBA, Popradská, Terasa",https://www.nehnutelnosti.sk/5067454/2-izb-byt-novostavba-popradska-terasa/,30.03.2023,200400,Byty,2 izbový byt,Košice II - Západ,Predaj,Developerský projekt,"50,97",0,3931.72,5067454,48.722168,21.228044
Nebytový priestor vo vyhľadávanej lokalite na sídlisku Terasa na Čapajevovej ulici,https://www.nehnutelnosti.sk/5067416/nebytovy-priestor-vo-vyhladavanej-lokalite-na-sidlisku-terasa-na-capajevovej-ulici/,30.03.2023,139900,Priestory,Iné komerčné priestory,Košice II - Západ,Predaj,Kompletná rekonštrukcia,78,0,1793.59,5067416,48.721362,21.2319209
Na predaj 2 izbový byt s balkónom a francuzskym oknom,https://www.nehnutelnosti.sk/5067382/na-predaj-2-izbovy-byt-s-balkonom-a-francuzskym-oknom/,30.03.2023,110000,Byty,2 izbový byt,Košice I - Sever,Predaj,Pôvodný stav,54,0,2037.04,5067382,48.741405,21.258212
Príjemný 3 - izbový byt so zasklenou loggiou!,https://www.nehnutelnosti.sk/5067383/prijemny-3-izbovy-byt-so-zasklenou-loggiou/,30.03.2023,128990,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Čiastočná rekonštrukcia,58,0,2223.97,5067383,48.742264,21.277534
"2-izb byt, NOVOSTAVBA, Popradská, Terasa",https://www.nehnutelnosti.sk/5067365/2-izb-byt-novostavba-popradska-terasa/,30.03.2023,199200,Byty,2 izbový byt,Košice II - Západ,Predaj,Developerský projekt,"55,43",0,3593.72,5067365,48.722168,21.227948
"KH-537,  izbový byt, Košice – Západ, ul. Petzvalova",https://www.nehnutelnosti.sk/5067349/kh-537-izbovy-byt-kosice-zapad-ul-petzvalova/,30.03.2023,124000,Byty,1 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,36, 36,3444.44,5067349,48.6992967,21.232408
"1 izbový byt, 2 x Loggia, Bielocerkevská, Košice, Dargovských hrdinov",https://www.nehnutelnosti.sk/5067347/1-izbovy-byt-2-x-loggia-bielocerkevska-kosice-dargovskych-hrdinov/,30.03.2023,99900,Byty,1 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,40, 47,2497.50,5067347,48.7309488,21.279877
"KH-536,1 izbový byt, Košice – Staré Mesto, ul. Štítová,",https://www.nehnutelnosti.sk/5067348/kh-536-1-izbovy-byt-kosice-stare-mesto-ul-stitova/,30.03.2023,149000,Byty,1 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,39, 39,3820.51,5067348,48.7258109,21.2408094
"2 izbový byt, Košice-Dargovských hrdinov, Adlerova ul., loggia",https://www.nehnutelnosti.sk/5067218/2-izbovy-byt-kosice-dargovskych-hrdinov-adlerova-ul-loggia/,30.03.2023,150990,Byty,2 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,58,0,2603.28,5067218,48.744975,21.2789492
"Pripravujeme na predaj 3i byt, Madridská ulica, Košice",https://www.nehnutelnosti.sk/5067219/pripravujeme-na-predaj-3i-byt-madridska-ulica-kosice/,30.03.2023,171000,Byty,3 izbový byt,Košice I - Ťahanovce,Predaj,Kompletná rekonštrukcia,75,0,2280,5067219,48.76120526,21.25970365
"2-izb byt, NOVOSTAVBA, Popradská, Terasa",https://www.nehnutelnosti.sk/5067215/2-izb-byt-novostavba-popradska-terasa/,30.03.2023,202800,Byty,2 izbový byt,Košice II - Západ,Predaj,Developerský projekt,"53,35",0,3801.31,5067215,48.722161,21.227936
"Prenájom klim. admin. a obch. priestorov v histor. objekte v centre (1.400 m2, parking)",https://www.nehnutelnosti.sk/4181889/prenajom-klim-admin-a-obch-priestorov-v-histor-objekte-v-centre-1-400-m2-parking/,30.03.2023,Cenadohodou,Objekty,Administratívny objekt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,1400,0,0,4181889,48.7217052,21.2581401
"2-izb byt, NOVOSTAVBA, Popradská, Terasa",https://www.nehnutelnosti.sk/5067170/2-izb-byt-novostavba-popradska-terasa/,30.03.2023,185100,Byty,2 izbový byt,Košice II - Západ,Predaj,Developerský projekt,"53,49",0,3460.46,5067170,48.722161,21.227969
"Na predaj 2,5 izb.byt, ul.Adlerova,56m2+loggia,4/8 posch.",https://www.nehnutelnosti.sk/4720555/na-predaj-2-5-izb-byt-ul-adlerova-56m2-loggia-4-8-posch/,30.03.2023,162800,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,56,0,2907.14,4720555,48.7445085,21.2784839
Na predaj záhrada vo vyhľadávanej lokalite Čermeľ,https://www.nehnutelnosti.sk/4567289/na-predaj-zahrada-vo-vyhladavanej-lokalite-cermel/,30.03.2023,53599,Pozemky,Záhrada,Košice I - Sever,Predaj,,0, 430,124.65,4567289,48.7424344,21.2409422
Pozemky - Vyšné Opátske,https://www.nehnutelnosti.sk/4839522/pozemky-vysne-opatske/,30.03.2023,45/m²,Pozemky,Záhrada,Košice IV - Vyšné Opátske,Predaj,,0,0,0,4839522,48.6931877,21.29070372
"Na predaj záhrada Košice - Čermeľ, nad Baránkom",https://www.nehnutelnosti.sk/4654388/na-predaj-zahrada-kosice-cermel-nad-barankom/,30.03.2023,72990,Pozemky,Záhrada,Košice I - Sever,Predaj,,0,0,0,4654388,48.734455,19.692993
"Prenájom priestorov (tanečná škola,fitnes,...),Hemerková ul.",https://www.nehnutelnosti.sk/5067140/prenajom-priestorov-tanecna-skola-fitnes-hemerkova-ul/,30.03.2023,4/mes.,Priestory,Obchodné priestory,Košice II - Sídlisko KVP,Prenájom,Pôvodný stav,327, 327,0.01,5067140,48.717947,21.208718
"Luxusný 3 izbový byt Braniskova ,76m2",https://www.nehnutelnosti.sk/4943702/luxusny-3-izbovy-byt-braniskova-76m2/,30.03.2023,199800,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,76,0,2628.95,4943702,48.7261712,21.2437177
3 izbový pražský typ Košťová,https://www.nehnutelnosti.sk/4860362/3-izbovy-prazsky-typ-kostova/,30.03.2023,162000,Byty,3 izbový byt,Košice IV - Juh,Predaj,Kompletná rekonštrukcia,68,0,2382.35,4860362,48.7104685,21.262234
Prenajmeme kancelárske priestory na Garbiarskej ulici,https://www.nehnutelnosti.sk/4743791/prenajmeme-kancelarske-priestory-na-garbiarskej-ulici/,30.03.2023,"6,25/m²/mes.",Priestory,"Kancelárie, admin. priestory",Košice I - Staré Mesto,Prenájom,Čiastočná rekonštrukcia,0,0,0,4743791,48.7293071,21.2546088
Veľký 3 izbový slnečný byt 5 minút od centra Južná Trieda,https://www.nehnutelnosti.sk/5067129/velky-3-izbovy-slnecny-byt-5-minut-od-centra-juzna-trieda/,30.03.2023,164900,Byty,3 izbový byt,Košice IV - Juh,Predaj,Čiastočná rekonštrukcia,73,0,2258.90,5067129,48.7092508,21.2570841
3 IZBOVÝ  BYT KOMPLET REKONŠTRUKCIA  - TRIEDA SNP KE,https://www.nehnutelnosti.sk/4873935/3-izbovy-byt-komplet-rekonstrukcia-trieda-snp-ke/,30.03.2023,185000,Byty,3 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,68,0,2720.59,4873935,48.7152098,21.2350141
Invest & Real | Moderná novostavba na výnimočnej adrese | Košice - Pereš,https://www.nehnutelnosti.sk/4986633/invest-real-moderna-novostavba-na-vynimocnej-adrese-kosice-peres/,30.03.2023,425000,Domy,Rodinný dom,Košice II - Pereš,Predaj,Novostavba,132, 400,3219.70,4986633,48.6903804,21.2095968
Meštiansky dom v centre mesta,https://www.nehnutelnosti.sk/5067112/mestiansky-dom-v-centre-mesta/,30.03.2023,980000,Domy,Rodinný dom,Košice I - Staré Mesto,Predaj,Čiastočná rekonštrukcia,624, 420,1570.51,5067112,48.722161,21.257522
"2-izb byt, NOVOSTAVBA, Popradská, Terasa",https://www.nehnutelnosti.sk/5067109/2-izb-byt-novostavba-popradska-terasa/,30.03.2023,194700,Byty,2 izbový byt,Košice II - Západ,Predaj,Developerský projekt,"59,75",0,3258.58,5067109,48.722175,21.227937
"Pekný veľký 2-izbový byt, 58 m2, Jegorovovo námestie",https://www.nehnutelnosti.sk/5067054/pekny-velky-2-izbovy-byt-58-m2-jegorovovo-namestie/,30.03.2023,118000,Byty,2 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Čiastočná rekonštrukcia,58, 58,2034.48,5067054,48.73822,21.280815
"2 i nový práve skolaudovaný tehlový byt, Zelená stráň",https://www.nehnutelnosti.sk/5059756/2-i-novy-prave-skolaudovany-tehlovy-byt-zelena-stran/,30.03.2023,162500,Byty,2 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Novostavba,53,0,3066.04,5059756,48.726922,21.294941
"Na predaj REKONŠTRUOVANÝ, VEĽKOMETRÁŽNY a KLIMATIZOVANÝ, 3 izbový byt s Lodžiou (84m2), 2p./z8,  na",https://www.nehnutelnosti.sk/4954162/na-predaj-rekonstruovany-velkometrazny-a-klimatizovany-3-izbovy-byt-s-lodziou-84m2-2p-z8-na/,30.03.2023,164990,Byty,3 izbový byt,Košice I - Sídlisko Ťahanovce,Predaj,Kompletná rekonštrukcia,84,0,1964.17,4954162,48.7539665,21.2733898
"3-izb.byt  s logiou, 82m2, s vl.kúrením, Jesenná ul, Staré Mesto",https://www.nehnutelnosti.sk/4984385/3-izb-byt-s-logiou-82m2-s-vl-kurenim-jesenna-ul-stare-mesto/,30.03.2023,239000,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,"81,94",0,2916.77,4984385,48.7283854,21.2485302
"1-izb.tehl.byt, 46m2, s vl.kúrením, Letná ul, Staré Mesto",https://www.nehnutelnosti.sk/5013854/1-izb-tehl-byt-46m2-s-vl-kurenim-letna-ul-stare-mesto/,30.03.2023,139000,Byty,1 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,46,0,3021.74,5013854,48.7301239,21.2460785
PREDAJ / rekreačný pozemok 1885 m2 / Košice - Vyšné Opátske,https://www.nehnutelnosti.sk/4962680/predaj-rekreacny-pozemok-1885-m2-kosice-vysne-opatske/,30.03.2023,84825,Pozemky,Záhrada,Košice IV - Vyšné Opátske,Predaj,,0, 1885,45,4962680,48.6979525,21.290304
Pekný TEHLOVÝ 2-izb. byt 55 m² s balkónom pri Centre / Národná Trieda / Košice – Sever,https://www.nehnutelnosti.sk/5060955/pekny-tehlovy-2-izb-byt-55-m-s-balkonom-pri-centre-narodna-trieda-kosice-sever/,30.03.2023,149900,Byty,2 izbový byt,Košice I - Sever,Predaj,Kompletná rekonštrukcia,52,0,2882.69,5060955,48.73645495,21.25376542
JEDINEČNÝ elegantný byt s veľkou Loggiou a francúzskym oknom / Krosnianska ul. / Pri parku,https://www.nehnutelnosti.sk/5060963/jedinecny-elegantny-byt-s-velkou-loggiou-a-francuzskym-oknom-krosnianska-ul-pri-parku/,30.03.2023,116900,Byty,2 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,42,0,2783.33,5060963,48.73427441,21.28779517
JEDINEČNÝ elegantný byt s veľkou Loggiou a francúzskym oknom / Krosnianska ul. / Pri parku,https://www.nehnutelnosti.sk/5062406/jedinecny-elegantny-byt-s-velkou-loggiou-a-francuzskym-oknom-krosnianska-ul-pri-parku/,30.03.2023,116900,Byty,1 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,42,0,2783.33,5062406,48.73427441,21.28779517
"Pozemok so stavebným povolením, lukratívna lokalita Čermeľa",https://www.nehnutelnosti.sk/4931075/pozemok-so-stavebnym-povolenim-lukrativna-lokalita-cermela/,30.03.2023,225000,Pozemky,Pozemok pre rod. domy,Košice I - Sever,Predaj,,320, 320,703.13,4931075,48.7435763,21.2378514
"Bez starostí do nového domu, Čermeľská cesta",https://www.nehnutelnosti.sk/4915006/bez-starosti-do-noveho-domu-cermelska-cesta/,30.03.2023,495000,Domy,Rodinný dom,Košice I - Sever,Predaj,Developerský projekt,195, 320,2538.46,4915006,48.7435763,21.2378514
"Prenájom obchodných priestorov na prízemí, OC Hemerkova",https://www.nehnutelnosti.sk/4990429/prenajom-obchodnych-priestorov-na-prizemi-oc-hemerkova/,30.03.2023,4/mes.,Priestory,Obchodné priestory,Košice II - Sídlisko KVP,Prenájom,Pôvodný stav,262,0,0.02,4990429,48.717947,21.2087178
Predaj modernej a zrekonštruovanej telocvične,https://www.nehnutelnosti.sk/5048476/predaj-modernej-a-zrekonstruovanej-telocvicne/,30.03.2023,700000,Objekty,Objekt pre šport,Košice II - Západ,Predaj,Kompletná rekonštrukcia,750, 750,933.33,5048476,48.712166,21.22725
"Útulný byt v peknom prostredí, 2 loggie, Rovníková ulica",https://www.nehnutelnosti.sk/5056624/utulny-byt-v-peknom-prostredi-2-loggie-rovnikova-ulica/,30.03.2023,129000,Byty,2 izbový byt,Košice IV - Nad jazerom,Predaj,Kompletná rekonštrukcia,42, 42,3071.43,5056624,48.681412,21.296874
"Stavebné pozemky na predaj, IBV Šaca",https://www.nehnutelnosti.sk/4850537/stavebne-pozemky-na-predaj-ibv-saca/,30.03.2023,220000,Pozemky,Pozemok pre rod. domy,Košice II - Šaca,Predaj,,0, 2262,97.26,4850537,48.6317254,21.166776
Ponúkame na predaj 3i byt Košice - Šaca,https://www.nehnutelnosti.sk/5046880/ponukame-na-predaj-3i-byt-kosice-saca/,30.03.2023,113000,Byty,3 izbový byt,Košice II - Šaca,Predaj,Kompletná rekonštrukcia,62,0,1822.58,5046880,48.6370535,21.1713844
Na predaj 3i byt na Terase,https://www.nehnutelnosti.sk/5046772/na-predaj-3i-byt-na-terase/,30.03.2023,138000,Byty,3 izbový byt,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,60,0,2300,5046772,48.7209956,21.2577477
Ponúkame na predaj stavebný pozemok Košice,https://www.nehnutelnosti.sk/5049025/ponukame-na-predaj-stavebny-pozemok-kosice/,30.03.2023,174000,Pozemky,Pozemok pre rod. domy,Košice II - Šaca,Predaj,,0, 991,175.58,5049025,48.6331731,21.1631104
Na prenájom zariadený 3 izbový byt,https://www.nehnutelnosti.sk/5030147/na-prenajom-zariadeny-3-izbovy-byt/,30.03.2023,700/mes.,Byty,3 izbový byt,Košice I - Ťahanovce,Prenájom,Kompletná rekonštrukcia,68,0,10.29,5030147,48.758072,21.2567303
Na prenájom NADŠTANDARDNÝ 2 izbový byt,https://www.nehnutelnosti.sk/5030085/na-prenajom-nadstandardny-2-izbovy-byt/,30.03.2023,700/mes.,Byty,2 izbový byt,Košice I - Sever,Prenájom,Kompletná rekonštrukcia,58,0,12.07,5030085,48.7363668,21.2500405
Košice okolie DOM na predaj,https://www.nehnutelnosti.sk/5021407/kosice-okolie-dom-na-predaj/,30.03.2023,Cenadohodou,Domy,Rodinný dom,Košice II - Šaca,Predaj,Pôvodný stav,200, 600,0,5021407,48.6370432,21.1713462
"3 - izbový byt na predaj, Košice - Dargovských hrdinov",https://www.nehnutelnosti.sk/4903565/3-izbovy-byt-na-predaj-kosice-dargovskych-hrdinov/,30.03.2023,190000,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Čiastočná rekonštrukcia,68,0,2794.12,4903565,48.744236,21.2771435
